id,Attraction,Rating,NumReviews,Address,Duration,Score,Coordinates,ReviewsSummary,0,1,2,3,4,5,6,Country,About,Categories
214,Kranji Countryside,4,14,"960 Woodlands Road Kranji Mrt Station, Singapore 738702, Singapore",90,56,"(1.4251684, 103.7619192)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"Spend half a day exploring the Kranji Countryside and have a taste of farm living here in Singapore. While you’re visiting, you might also like to buy and taste a number of tasty delicacies that come straight from the farms.","Neighbourhoods, Sights & Landmarks, Other"
215,Tan Si Chong Chu Temple,4,14,"15 Magazine Road Tan Si Chong Su Temple, Singapore 059568, Singapore",90,56,"(1.2894288, 103.842752)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"Go back in time as you take in the graceful sweep of the curved roof ridge enhanced with upturned eaves, wooden carvings and ornamental gable eaves set in granite columns.","Sacred & Religious Sites, Sights & Landmarks"
216,Yue Hwa Chinese Products Emporium,4,14,"70 Eu Tong Sen Street Yue Hwa Building, Singapore 059805, Singapore",90,56,"(1.2849607, 103.8434094)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Department Stores, Shopping"
217,Farmart Centre,2.5,22,"67 Sungei Tengah Road Farmart Centre, Singapore 699008, Singapore",90,55,"(1.3823208, 103.7261244)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,What makes Farmart so appealing is the fact that it’s set on a lush location where visitors can surround themselves with animal and plant life.,Features Animals
218,River Hongbao,4.5,12,"20 Raffles Avenue The Float @ Marina Bay | The Float @ Marina Bay, Singapore 039805, Singapore",90,54,"(1.288153, 103.859028)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"River Hongbao is one event during every Chinese Lunar New Year that Singaporeans and tourists really look forward to. The River Hongbao is usually held at The Float at Marina Bay, overlooking the splendid Marina waterfront area, as well as a panoramic view of Singapore’s skyline. The large premises are decorated with auspicious Chinese characters during this period, such as the twelve zodiac animals. In the evening, the whole venue lights up in a beautiful myriad of colours, and visitors will be able to catch performances by performing troupes or singing groups. And the best part, admission is free for all.","Cultural Events, Events"
219,Kranji Marshes,3.5,15,"11 Neo Tiew Lane 2 Kranji Marshes 2, Singapore 718814, Singapore",240,52.5,"(1.4180755, 103.7296465)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,Features Animals
220,Read Bridge　(Malacca Bridge),3,17,"1B Clarke Quay, Singapore 179023, Singapore",90,51,"(1.2900344, 103.8454502)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Bridges, Sights & Landmarks"
221,Paya Lebar Square Retail,3,17,"60 Paya Lebar Road Paya Lebar Square, Singapore 409051, Singapore",150,51,"(1.3191685, 103.8925591)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Paya Lebar Square is a contemporary lifestyle destination offering a vibrant mix of dining options and unique shopping experience. It is located next to Paya Lebar Interchange MRT station with direct connection to the Circle Line (CCL) & East-West Line (EWL) stations. Within the close proximity are the Geylang Serai and Joo Chiat areas where traces of Singapore’s past could still be seen.,"Shopping Malls, Shopping"
222,Palawan Pirate Ship,5,10,"| Palawan Beach, Sentosa, Singapore 098236, Singapore",90,50,"(1.2482777, 103.8225374)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Water Parks, Water & Amusement Parks"
223,Degiosart,5,10,"Tiong Bahru, Blk 57 | 01-82 Eng Hoon Street, Singapore 160057, Singapore",90,50,"(1.2849969, 103.8333166)",Reviews Summary not available.,"(660, 1140)","(660, 1140)","(660, 1140)","(660, 1140)","(660, 1140)","(660, 1140)","(660, 1140)",Singapore,"DEGIOSART is born out of a long passion for antiques, vintage and contemporary fine objects and works of art from Europe and Asia. the aesthetic beauty of unique and refined objects is revealed to those who appreciate their details. their age and provenance is no longer important; they simply have a voice of their own. DEGIOSART adds a modern twist to antiques and vintage by giving them a new purpose, a new space and combining them with contemporary fine art. Its showrooms illustrate that concept by way of regularly rotating its collection on display. all sort of objects are exhibited to furnish and decorate homes or simply to collect; from sculptures, paintings, prints, carpets, vessels, furniture or textiles bought in Japan, Tibet, Myanmar, Laos, Cambodia, India, China, Indonesia, Vietnam and of course Europe, Giuseppe De Giosa the founder is an Italian former banker. DEGIOSART’s mission is to encourage the appreciation of highly refined objects and artworks. DEGIOSART also supports contemporary artists and designers who demonstrate genuine creativity and talent.","Art Galleries, Museums, Shopping"
224,Republic of Singapore Navy Museum,4.5,11,"112 Tanah Merah Coast Road, Singapore, Singapore",90,49.5,"(1.3173492, 104.0204713)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Speciality Museums, Museums"
225,Silat Road Sikh Temple,4.5,11,"8 Jalan Bukit Merah, Singapore 169541, Singapore",90,49.5,"(1.277105, 103.832499)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Points of Interest & Landmarks, Sights & Landmarks"
226,Changi Beach Boardwalk,4.5,11,"7A Gosport Road | Changi Beach, Singapore 509710, Singapore",150,49.5,"(1.3916754, 103.9752755)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Piers & Boardwalks, Sights & Landmarks"
227,Admiralty Park,3.5,14,"31 Riverside Road, Singapore 739087, Singapore",90,49,"(1.443879, 103.7817307)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,Nature & Parks
228,Palais Renaissance,3.5,14,"390 Orchard Road Palais Renaissance, Singapore 238871, Singapore",90,49,"(1.3068412, 103.8295622)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"Palais Renaissance, or Palais (pronounced pa-lay) for short, is located at the premium shopping district of Orchard Road. Palais has established itself as an exclusive shopping destination which provides an intimate respite amidst the hustle and bustle of the city. With over 30 shops and a retail space of about 50,000 square feet, it is a treasure trove for the who's who of the local and expatriate community, trendsetters and well-heeled travellers who traverse the hallways for a taste of luxury living and deluxe lifestyle offerings. Housing an assembly of exclusive boutiques and choice names, Singapore's definitive address to luxurious offerings can be found Only at Palais.","Shopping Malls, Shopping"
229,Shimano Cycling World,4,12,"6 Stadium Boulevard # 01 Kallang Netball Centre 02 | Right next to the Singapore Sports Museum and Sports Hub Visitor Centre, Singapore 397797, Singapore",60,48,"(1.305978, 103.8796799)",Reviews Summary not available.,"(600, 1260)","(600, 1200)","(600, 1200)","(600, 1200)","(600, 1200)","(600, 1200)","(600, 1260)",Singapore,Information not available.,"Speciality Museums, Museums"
230,Lasalle College of the Arts,4,12,"1 McNally Street Lasalle College of the Arts, Singapore 187940, Singapore",90,48,"(1.3029095, 103.8515945)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Architectural Buildings, Sights & Landmarks"
231,Maghain Aboth Synagogue,3.5,13,"24 Waterloo Street Jewish Synagogue 26, Singapore 187950, Singapore",90,45.5,"(1.2982149, 103.8508071)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"Learn about Singapore’s early Jewish settlers at the Maghain Aboth Synagogue. Constructed in 1878, the Maghain Aboth, which means Shield of Our Fathers, is the oldest Jewis building in Southeast Asia.","Sacred & Religious Sites, Sights & Landmarks"
232,Jalan Besar Swimming Complex,4.5,10,"100 Tyrwhitt Road Jalan Besar Stadium, Singapore 207542, Singapore",150,45,"(1.309662, 103.8600859)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Sports Complexes, Fun & Games"
233,Changi Sri Ramar Temple,4.5,10,"51 Changi Village Road Sree Ramar Temple, Singapore 509908, Singapore",90,45,"(1.3873039, 103.9870545)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Points of Interest & Landmarks, Sights & Landmarks"
234,Singapore Hong San See,4,11,"31 Mohamed Sultan Road, Singapore 238975, Singapore",90,44,"(1.2929465, 103.8412704)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"Built between 1908 and 1913, the Hong San See temple, located along Mohamed Sultan Road, was originally located at Tras Street in Tanjong Pagar in 1829. Established by the Hokkien people of the Lam Ann clan, this temple is dedicated to Guang Ze Zun Wang, the God of Fortune. It later relocated to Mohamed Sultan road, and the temple now draws worshippers from different dialect groups.","Sacred & Religious Sites, Sights & Landmarks"
235,Eurasian Heritage Centre,4,11,"139 Ceylon Road Eurasian Community House | Eurasian Community House, Singapore 429744, Singapore",90,44,"(1.3099962, 103.8994687)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"History Museums, Museums"
236,Park Mall,2.5,17,"9 Penang Road Park Mall, Singapore 238459, Singapore",90,42.5,"(1.2978935, 103.845221)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"With five levels and 77 shops in total, including a number of cafes and restaurants, Park Mall is a distinctive and fancy shopping destination that’s perfect for furniture seekers looking for a centrepiece for their homes.","Shopping Malls, Shopping"
237,Tanjong Pagar Railway Station,3.5,12,"30 Keppel Rd, Singapore, Singapore",60,42,"(1.272837, 103.836918)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Architectural Buildings, Historic Sites, Sights & Landmarks"
238,Seng Wong Beo Temple,3.5,12,"113 Peck Seah Street, Singapore 079332, Singapore",60,42,"(1.27587, 103.8447488)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Sacred & Religious Sites, Sights & Landmarks"
239,Toa Payoh Town Park,3.5,12,"Junction of Toa Payoh Lor 2 and Toa Payoh Lor 6, Singapore, Singapore",90,42,"(1.3299248, 103.8469498)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,Nature & Parks
240,Singapore Tyler Print Institute,4.5,9,"41 Robertson Quay, Singapore 238236, Singapore",90,40.5,"(1.2910958, 103.8402752)",Reviews Summary not available.,"(0, 0)","(600, 1140)","(600, 1140)","(600, 1140)","(600, 1140)","(600, 1140)","(600, 1080)",Singapore,"Since 2002, the Singapore Tyler Print Institute (STPI) has pushed the technical and aesthetic frontiers of print- and paper-making, by creating limited-edition prints and unique art works on paper at its unique and well-equipped facility.","Art Museums, Museums"
241,Upper Seletar Reservoir,4.5,9,"Along Old Upper Thomson Road, Singapore, Singapore",60,40.5,"(1.3525313, 103.8347364)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,Nature & Parks
242,Jacob Ballas Children's Garden,4,10,"481 Bukit Timah Road, Singapore 259769, Singapore",240,40,"(1.3225582, 103.8182852)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Playgrounds, Gardens, Fun & Games, Nature & Parks, More"
243,Polar Bear Gallery,5,8,"69A Haji Lane, Singapore 189262, Singapore",90,40,"(1.301441, 103.858453)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Art Galleries, Museums, Shopping"
244,Lorong Halus Wetland,3.5,11,"Lorong Halus | Punggol, Singapore 823172, Singapore",90,38.5,"(1.3852904, 103.92303)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,Features Animals
245,Pulau Hantu,3.5,11,"Pulau Hantu Island, Singapore 000705, Singapore",90,38.5,"(1.2249821, 103.7524501)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"A tiny picturesque island located off the south of Singapore, Pulau Hantu is home to lagoons, sheltered beaches and beautiful water, making it a popular haunt for fishing, swimming, snorkelling and scuba diving.",Features Animals
246,HDB Gallery,3.5,11,"480 Lorong 6 Toa Payoh Hdb Hub, Singapore 310480, Singapore",90,38.5,"(1.3318916, 103.8493879)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Art Museums, Museums"
247,The Animal Resort,3.5,11,"T81, Seletar West Farmway, Seletar, North, Singapore 798061, Singapore",90,38.5,"(1.3957777, 103.8632943)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,Features Animals
248,Pasir Ris Fishing Pond,3.5,11,"94 Pasir Ris Central, Singapore 519637, Singapore",90,38.5,"(1.37131, 103.951285)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Bodies of Water, Nature & Parks"
249,Pearl's Hill City Park,3.5,11,"| Along Chin Swee Road and Pearl's Hill Road, Singapore, Singapore",90,38.5,"(1.2854259, 103.8385441)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,Nature & Parks
250,Petain Road,3,12,"Little India, Singapore, Singapore",90,36,"(1.3065597, 103.851819)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Historic Walking Areas, Points of Interest & Landmarks, Sights & Landmarks"
